customer_id,age,gender,city,tenure_months,plan_type,monthly_charges,payment_method,auto_renew,last_payment_status,avg_sessions_per_week,avg_session_duration,days_since_last_login,feature_usage_score,support_tickets,avg_ticket_resolution_days,complaints_flag,churn
CUST_00543,52,Male,Bangalore,8,Basic,299,NetBanking,0,Failed,11.3,8.84,24,44.58,1,3.79,1,0
CUST_00544,53,Female,Hyderabad,9,Standard,499,Credit Card,1,Success,10.74,17.54,65,91.54,1,4.61,0,1
CUST_00545,35,Male,Hyderabad,28,Basic,799,NetBanking,0,Success,0.2,38.45,4,56.95,0,3.86,1,0
CUST_00546,56,Female,Bangalore,15,Basic,299,Credit Card,1,Success,5.54,30.77,4,46.84,0,4.14,1,0
CUST_00547,49,Male,Hyderabad,2,Basic,299,NetBanking,0,Success,1.82,8.84,84,45.04,1,0.55,1,1
CUST_00548,41,Female,Bangalore,7,Standard,799,UPI,1,Success,5.61,2,48,49.36,1,3.35,1,1
CUST_00549,40,Male,Mumbai,47,Standard,799,Debit Card,0,Success,12.24,21.79,25,70.65,3,4.93,1,0
CUST_00550,49,Male,Bangalore,18,Standard,499,NetBanking,1,Success,3.45,35.92,70,27.46,0,6.39,0,1
CUST_00551,54,Female,Chennai,22,Basic,299,Credit Card,1,Success,2.68,17.41,29,61.96,2,4.75,0,0
CUST_00552,29,Female,Chennai,10,Basic,299,UPI,0,Success,12.73,35.76,27,68.47,1,3.39,0,0
CUST_00553,30,Male,Delhi,33,Basic,299,Credit Card,0,Success,18.27,26.27,13,25.29,1,3.88,0,0
CUST_00554,40,Male,Hyderabad,7,Basic,499,NetBanking,1,Success,0.32,42.53,17,31.65,1,4.09,0,0
CUST_00555,42,Female,Pune,3,Premium,299,Credit Card,0,Success,12.81,18.21,56,59.05,0,0.5,1,1
CUST_00556,52,Female,Hyderabad,14,Premium,799,Credit Card,1,Success,0.43,24.4,80,88.82,3,1.27,0,1
CUST_00557,58,Male,Bangalore,44,Standard,799,NetBanking,0,Success,2.06,18.45,24,84.05,1,3.22,0,0
CUST_00558,47,Male,Pune,46,Premium,299,UPI,1,Failed,7.19,34.85,69,47.83,1,2.88,1,0
CUST_00559,34,Male,Pune,36,Standard,499,UPI,1,Success,7.5,30.91,4,88.19,0,2.44,0,0
CUST_00560,37,Female,Hyderabad,13,Basic,499,NetBanking,0,Failed,6.47,8.02,52,53.61,4,3.58,0,0
CUST_00561,42,Male,Pune,16,Premium,799,UPI,1,Success,0.2,31.92,84,53.44,2,3.76,1,1
CUST_00562,39,Male,Pune,16,Basic,799,Debit Card,1,Success,0.71,10.11,38,61.88,3,0.7,0,1
CUST_00563,30,Female,Chennai,5,Standard,299,Credit Card,0,Failed,13.76,15.89,56,76.79,1,0.94,0,0
CUST_00564,36,Male,Mumbai,25,Basic,299,NetBanking,1,Success,0.42,32.46,83,47.82,2,2.38,0,1
CUST_00565,53,Female,Bangalore,38,Basic,799,Debit Card,1,Success,0.41,12.46,10,52.04,3,3.84,0,0
CUST_00566,29,Male,Hyderabad,38,Standard,499,Credit Card,0,Success,9.03,21.29,68,35.04,1,2.69,1,1
CUST_00567,58,Male,Chennai,38,Standard,299,NetBanking,1,Success,5.13,32.59,24,67.02,2,2.19,0,0
CUST_00568,36,Male,Delhi,39,Basic,499,UPI,1,Success,2.17,29.15,29,78.67,2,5.14,0,0
CUST_00569,29,Female,Pune,41,Basic,799,NetBanking,0,Success,0.91,28.57,1,79.89,0,4,0,0
CUST_00570,26,Male,Pune,26,Basic,299,NetBanking,1,Success,10.78,32.92,83,32.67,1,2.74,0,1
CUST_00571,24,Female,Hyderabad,13,Premium,799,Credit Card,0,Success,22.34,38.07,35,52.34,1,5.71,0,1
CUST_00572,45,Female,Mumbai,44,Premium,299,Credit Card,1,Failed,0.26,12.59,36,84.91,1,3.15,0,0
CUST_00573,31,Female,Mumbai,26,Standard,799,Credit Card,0,Success,4.04,28.33,1,64.64,0,4.43,0,0
CUST_00574,48,Male,Hyderabad,1,Basic,499,Debit Card,1,Failed,1.51,34.65,46,60.68,3,1.56,0,0
CUST_00575,36,Male,Hyderabad,8,Premium,299,UPI,1,Success,8.93,32.68,58,60.21,1,0.9,1,1
CUST_00576,64,Male,Chennai,4,Basic,499,NetBanking,1,Failed,2.12,23.41,3,70.83,1,1.79,1,0
CUST_00577,33,Male,Hyderabad,21,Basic,799,NetBanking,0,Success,6.27,22.83,66,65.72,2,3.8,1,1
CUST_00578,22,Male,Delhi,22,Basic,799,UPI,0,Success,3.88,33.24,45,48.49,0,2.81,0,1
CUST_00579,52,Female,Chennai,37,Premium,299,NetBanking,1,Success,3.9,27.14,35,77.62,1,2.74,0,1
CUST_00580,29,Male,Pune,3,Basic,499,Credit Card,0,Failed,9.76,35.94,64,35.94,1,3.35,0,0
CUST_00581,42,Male,Pune,19,Basic,499,NetBanking,0,Success,3.18,26.1,55,86.44,0,3.23,0,1
CUST_00582,38,Male,Pune,1,Standard,499,UPI,1,Success,9.34,21.26,75,42.08,2,4.84,0,1
CUST_00583,53,Female,Pune,29,Basic,799,Debit Card,1,Success,2.26,7.37,34,70.96,1,2.17,1,1
CUST_00584,40,Male,Bangalore,23,Standard,299,Debit Card,0,Success,0.96,22.7,81,56.7,0,0.87,1,1
CUST_00585,33,Female,Delhi,33,Standard,299,UPI,0,Success,3.04,12.69,22,50.47,1,5.45,0,0
CUST_00586,56,Male,Chennai,41,Standard,499,NetBanking,1,Success,3.45,6.7,77,87.15,1,2.3,0,1
CUST_00587,62,Female,Chennai,23,Basic,299,NetBanking,1,Success,3.25,16.34,43,74.86,2,4.81,0,1
CUST_00588,59,Female,Pune,5,Basic,799,Debit Card,1,Failed,8.26,32.03,0,58.82,0,3.6,1,0
CUST_00589,56,Male,Mumbai,7,Premium,499,NetBanking,0,Success,4.16,22.58,87,94.9,0,5.2,0,1
CUST_00590,31,Male,Chennai,6,Premium,499,Debit Card,1,Success,10.97,26.78,65,79.59,1,2.07,1,1
CUST_00591,48,Male,Delhi,22,Basic,799,UPI,1,Success,3.61,31.74,11,43.89,1,4.31,1,0
CUST_00592,22,Male,Hyderabad,13,Basic,499,UPI,0,Failed,1.27,24.64,12,14.79,1,2.58,0,0
CUST_00593,52,Female,Delhi,12,Basic,499,NetBanking,1,Success,0.69,18.12,26,62.14,0,2,0,0
CUST_00594,40,Female,Pune,4,Standard,299,Credit Card,1,Success,10.14,20.54,19,87.67,2,5.52,0,0
CUST_00595,46,Female,Pune,8,Standard,299,Credit Card,1,Success,0.29,32.72,5,72.21,3,1.88,0,0
CUST_00596,60,Female,Bangalore,37,Basic,299,Debit Card,1,Success,0.63,24.74,7,91.48,1,1.81,0,0
CUST_00597,28,Male,Chennai,31,Standard,499,UPI,1,Success,0.33,2,20,48.03,0,1.32,0,0
CUST_00598,35,Male,Chennai,37,Standard,499,Debit Card,1,Success,2.76,21.47,20,57.66,2,2.33,0,0
CUST_00599,64,Female,Chennai,45,Premium,299,UPI,1,Success,3.8,30.32,44,58.14,1,3.24,0,1
CUST_00600,29,Male,Pune,26,Basic,499,Debit Card,0,Success,0.1,26.83,69,64.82,1,2.76,0,1
CUST_00601,26,Female,Chennai,43,Basic,299,Debit Card,1,Failed,3.62,14.79,43,75.35,0,3.58,0,0
CUST_00602,27,Male,Mumbai,8,Basic,799,Debit Card,1,Success,2.5,17.54,58,92.65,1,0.63,0,1
CUST_00603,61,Male,Mumbai,40,Premium,299,NetBanking,1,Success,7.43,5.51,29,96.85,3,2.94,0,0
CUST_00604,34,Other,Hyderabad,33,Premium,799,Credit Card,1,Success,8.86,30.49,9,93.33,0,0.86,0,0
CUST_00605,55,Male,Chennai,45,Standard,499,UPI,0,Success,5.78,31.22,74,73.38,0,2.34,1,1
CUST_00606,24,Other,Bangalore,29,Basic,499,Debit Card,1,Success,3.21,23.67,0,53.16,1,2.64,0,0
CUST_00607,63,Other,Hyderabad,5,Basic,299,Credit Card,1,Failed,1.22,21.5,9,64.52,0,2.95,0,0
CUST_00608,30,Female,Pune,28,Basic,799,Debit Card,1,Success,9.39,14.19,24,73.1,1,3.54,0,0
CUST_00609,57,Female,Chennai,40,Standard,299,Debit Card,0,Success,2.09,28.32,79,62.7,1,1.11,0,1
CUST_00610,59,Female,Mumbai,17,Basic,499,UPI,0,Success,2.2,8.58,82,41.72,1,2.33,0,1
CUST_00611,26,Female,Bangalore,23,Basic,799,NetBanking,0,Success,12.39,32.77,73,50.75,1,6.43,0,1
CUST_00612,44,Male,Hyderabad,45,Standard,799,Debit Card,1,Success,18.57,30.79,13,77.36,0,2.88,0,0
CUST_00613,19,Male,Bangalore,9,Basic,499,UPI,1,Success,11.42,36.68,2,55.07,0,2.71,0,0
CUST_00614,22,Female,Chennai,2,Standard,799,NetBanking,1,Success,31.7,25.5,67,60.48,1,0.5,0,1
CUST_00615,46,Male,Delhi,32,Basic,499,NetBanking,0,Success,10.16,19.8,39,58.43,1,3.25,0,1
CUST_00616,54,Male,Bangalore,31,Premium,299,Credit Card,0,Failed,6.09,29.32,32,42.16,0,0.62,0,0
CUST_00617,55,Male,Bangalore,7,Standard,499,Credit Card,1,Success,1.74,32.81,83,56.57,1,0.5,1,1
CUST_00618,36,Female,Pune,30,Premium,299,Debit Card,1,Success,15.28,13.42,78,50.84,0,3.66,0,1
CUST_00619,25,Female,Mumbai,3,Standard,299,Credit Card,1,Failed,10.46,24.31,6,46.16,2,3.65,0,0
CUST_00620,62,Male,Chennai,9,Premium,799,UPI,0,Success,1.38,27.65,2,38.83,1,0.58,0,0
CUST_00621,18,Female,Bangalore,10,Premium,499,UPI,1,Success,3.36,29.81,36,57.99,0,0.89,0,1
CUST_00622,39,Female,Chennai,46,Standard,299,Credit Card,0,Success,0.36,21.48,25,72.36,1,1.83,0,0
CUST_00623,34,Female,Mumbai,47,Premium,799,UPI,1,Success,15.32,31.31,24,82.41,1,5.91,1,0
CUST_00624,24,Female,Pune,26,Basic,299,UPI,1,Success,4.25,15.4,39,32.12,1,3.42,0,1
CUST_00625,42,Female,Chennai,1,Basic,799,Debit Card,1,Success,1.41,45.18,42,92.13,1,3.86,0,1
CUST_00626,62,Male,Mumbai,30,Basic,799,Debit Card,1,Success,1.73,18.76,43,65.86,1,4.84,1,1
CUST_00627,21,Female,Mumbai,38,Standard,799,UPI,1,Success,19.73,29.08,83,37.46,0,5.28,0,1
CUST_00628,53,Male,Hyderabad,15,Standard,799,Credit Card,0,Success,4.78,19.47,70,51.93,0,3.22,0,1
CUST_00629,23,Female,Pune,25,Premium,299,UPI,1,Success,2.73,25.98,28,22.45,5,3.69,0,0
CUST_00630,48,Other,Pune,6,Basic,499,NetBanking,0,Success,3.46,14.21,89,27.56,1,3.03,0,1
CUST_00631,36,Male,Chennai,18,Standard,299,NetBanking,0,Success,0.52,35.76,56,94.43,2,0.5,1,1
CUST_00632,61,Male,Delhi,1,Basic,299,NetBanking,1,Success,0.39,16.83,8,46.01,0,3.43,0,0
CUST_00633,56,Female,Hyderabad,3,Standard,499,Debit Card,1,Success,4.49,25.82,21,70.74,1,2.18,0,0
CUST_00634,44,Male,Pune,17,Basic,299,Credit Card,1,Success,3.59,24.36,75,57.78,0,0.5,1,1
CUST_00635,27,Female,Mumbai,8,Premium,799,UPI,0,Success,2.22,17.98,69,60.36,2,1.83,0,1
CUST_00636,43,Male,Pune,40,Basic,799,Credit Card,1,Success,4.17,2,5,67.36,4,2.26,0,0
CUST_00637,36,Male,Delhi,17,Basic,299,Credit Card,0,Success,0.38,35.59,26,18.32,0,4.37,1,0
CUST_00638,56,Other,Bangalore,25,Premium,499,Credit Card,0,Success,14.41,26.44,82,86.37,0,2.76,0,1
CUST_00639,20,Female,Bangalore,41,Standard,499,NetBanking,0,Success,1.74,7.6,51,58.03,1,1.88,0,1
CUST_00640,62,Female,Pune,12,Basic,799,UPI,0,Success,0.37,5.87,69,49.91,1,1.02,0,1
CUST_00641,30,Male,Pune,29,Standard,499,Debit Card,1,Success,0.93,21.78,48,69.36,0,2.65,0,1
CUST_00642,45,Female,Hyderabad,25,Basic,299,Credit Card,1,Success,0.5,24.18,80,45.58,3,3.21,1,1
CUST_00643,37,Female,Pune,36,Premium,499,Credit Card,1,Failed,0.98,22.85,22,64.16,1,3.83,1,0
CUST_00644,45,Female,Delhi,25,Standard,499,NetBanking,1,Success,2.7,39.44,80,56.69,1,4.22,0,1
CUST_00645,25,Female,Pune,29,Basic,799,NetBanking,0,Failed,6.7,8.3,20,74.22,0,0.85,0,0
CUST_00646,58,Female,Chennai,11,Standard,299,UPI,0,Success,1.59,27.12,73,55.72,0,3.37,1,1
CUST_00647,56,Male,Delhi,4,Basic,299,Debit Card,1,Success,2.86,31.46,7,39.4,1,2.74,0,0
CUST_00648,18,Male,Hyderabad,14,Premium,799,Debit Card,1,Success,13.21,31.24,53,67.25,2,2.61,1,1
CUST_00649,20,Female,Chennai,46,Premium,799,NetBanking,1,Success,1.75,33.94,13,54.59,3,3.3,0,0
CUST_00650,30,Male,Chennai,38,Premium,799,UPI,0,Success,7.92,26.17,30,23.58,0,5.56,0,1
CUST_00651,45,Female,Bangalore,17,Basic,499,Credit Card,1,Success,0.86,27.46,50,63.95,0,2.55,1,1
CUST_00652,42,Male,Delhi,2,Basic,499,UPI,0,Success,0.98,21.7,61,49.25,1,3.15,0,1
CUST_00653,50,Female,Chennai,8,Basic,499,Debit Card,0,Success,3.05,9.9,17,66.92,3,1.5,1,0
CUST_00654,55,Female,Hyderabad,36,Standard,299,NetBanking,0,Success,1.33,28.29,46,42.9,0,1.34,0,1
CUST_00655,23,Male,Bangalore,10,Standard,499,Credit Card,0,Success,11.67,20.97,81,35.87,2,1.26,0,1
CUST_00656,61,Male,Chennai,7,Standard,299,Credit Card,1,Success,0.26,17.56,51,83.6,0,0.6,1,1
CUST_00657,62,Male,Delhi,36,Premium,299,Debit Card,0,Failed,4.55,28.72,88,76.86,2,1.99,0,0
CUST_00658,49,Female,Bangalore,16,Basic,799,Credit Card,1,Success,4.63,29.61,36,59.87,2,5.64,0,1
CUST_00659,62,Female,Delhi,14,Basic,299,UPI,1,Success,0.34,17.94,88,68.76,0,1.8,0,1
CUST_00660,64,Male,Delhi,16,Basic,799,Debit Card,1,Success,6.59,27.5,29,76.21,2,2.49,0,0
CUST_00661,38,Female,Delhi,25,Basic,299,Debit Card,1,Success,3.16,24.19,29,59.8,0,0.87,1,0
CUST_00662,33,Male,Bangalore,41,Basic,299,Credit Card,1,Success,6.42,26.9,74,35.83,0,2.66,0,1
CUST_00663,38,Male,Chennai,4,Standard,499,Debit Card,1,Success,8.77,37.54,47,65.99,0,1.36,0,1
CUST_00664,28,Female,Pune,29,Basic,799,NetBanking,1,Success,1.95,29.43,38,80.04,0,2.48,1,1
CUST_00665,54,Male,Mumbai,6,Basic,499,UPI,1,Success,3.31,28.67,26,71.86,1,2.47,1,0
CUST_00666,53,Male,Chennai,1,Premium,799,Debit Card,1,Success,1.51,16.15,15,61.19,2,2.82,1,0
CUST_00667,52,Male,Bangalore,39,Basic,299,NetBanking,0,Success,1.13,17.56,31,71.31,3,4.66,0,1
CUST_00668,36,Male,Mumbai,1,Standard,799,Credit Card,1,Success,0,29.82,28,55.54,0,5.67,0,0
CUST_00669,37,Male,Mumbai,40,Basic,299,Debit Card,0,Success,16.57,9.12,51,80.88,1,5.66,1,1
CUST_00670,35,Male,Mumbai,3,Standard,799,NetBanking,0,Success,2.91,21.44,73,86.94,4,3.16,0,1
CUST_00671,64,Female,Pune,1,Premium,499,Credit Card,0,Success,0.07,17.37,74,34.08,2,3.26,1,1
CUST_00672,58,Male,Hyderabad,1,Basic,799,NetBanking,0,Success,0.04,23.58,14,82.32,2,3.14,0,0
CUST_00673,31,Female,Bangalore,39,Standard,499,Credit Card,0,Success,1.7,22.84,43,100,0,4.15,0,1
CUST_00674,32,Male,Pune,21,Premium,299,UPI,1,Success,0.07,26.31,22,70.51,1,1.97,0,0
CUST_00675,48,Male,Pune,45,Standard,799,Debit Card,0,Success,2.35,29.65,47,79.68,0,1.47,0,1
CUST_00676,18,Female,Hyderabad,30,Basic,299,UPI,0,Success,0.33,34.67,22,47.06,1,0.5,0,0
CUST_00677,20,Other,Mumbai,32,Basic,299,UPI,0,Success,0.2,35.42,70,49.93,3,4.34,0,1
CUST_00678,33,Male,Hyderabad,33,Standard,799,Debit Card,1,Success,5.53,22.63,13,55.81,1,3.34,0,0
CUST_00679,40,Female,Hyderabad,22,Premium,299,UPI,1,Success,11.87,19.09,72,51.95,2,1.77,0,1
CUST_00680,28,Female,Pune,30,Basic,299,UPI,0,Success,2.63,17.12,53,33.76,0,5.41,0,1
CUST_00681,29,Female,Bangalore,46,Basic,499,NetBanking,0,Success,9.06,21.78,69,56.55,1,2.01,0,1
CUST_00682,27,Female,Delhi,4,Basic,799,Credit Card,1,Success,0.15,15.12,42,76.73,0,5.26,1,1
CUST_00683,49,Male,Hyderabad,23,Basic,299,UPI,1,Success,7.52,29.7,44,34.03,2,1.69,0,1
CUST_00684,33,Male,Hyderabad,44,Basic,499,Debit Card,0,Success,0.32,35.23,21,63.58,1,3.27,1,0
CUST_00685,25,Female,Mumbai,25,Basic,499,NetBanking,0,Success,9.11,9.75,60,62.97,1,3.66,0,1
CUST_00686,55,Male,Mumbai,12,Basic,799,Credit Card,1,Success,10.7,25.09,17,53.97,0,2.2,0,0
CUST_00687,29,Female,Pune,17,Basic,799,UPI,0,Success,7.71,40.56,43,69.93,2,1.06,0,1
CUST_00688,41,Male,Mumbai,15,Premium,799,UPI,1,Success,8.59,10.18,85,68.05,0,3.05,1,1
CUST_00689,45,Male,Chennai,10,Basic,499,Debit Card,0,Failed,4.12,39.77,72,52.55,0,1.84,1,0
CUST_00690,25,Female,Hyderabad,35,Basic,499,UPI,0,Failed,1.54,16.4,17,81.22,3,0.62,0,0
CUST_00691,45,Male,Mumbai,29,Basic,299,Debit Card,1,Failed,5.15,18.93,56,71.21,2,0.5,0,0
CUST_00692,53,Female,Bangalore,12,Premium,499,UPI,1,Success,2.9,31.18,84,91.47,1,3.28,0,1
CUST_00693,43,Female,Chennai,1,Premium,799,UPI,0,Success,0.03,30.08,14,58.67,1,0.5,0,0
CUST_00694,25,Female,Pune,1,Premium,499,Debit Card,1,Success,3.24,23.95,72,53.56,2,2.56,1,1
CUST_00695,45,Female,Delhi,10,Basic,299,Credit Card,1,Success,5.27,17.37,57,55.83,1,4.14,1,1
CUST_00696,45,Female,Hyderabad,18,Premium,499,NetBanking,0,Success,0.07,12.56,1,83.57,1,0.73,1,0
CUST_00697,54,Female,Hyderabad,47,Standard,499,Debit Card,1,Success,4.86,24.23,13,57.03,0,0.97,0,0
CUST_00698,58,Female,Bangalore,2,Basic,499,Credit Card,0,Success,5.29,22.88,20,58.25,0,3.47,0,0
CUST_00699,53,Male,Delhi,8,Standard,499,Credit Card,0,Failed,0.86,17.08,42,99.22,2,0.5,1,0
CUST_00700,44,Male,Delhi,22,Premium,499,Debit Card,0,Success,2.82,22.44,44,33.11,1,2.89,0,1
CUST_00701,34,Male,Pune,22,Premium,299,NetBanking,1,Success,16.67,27.51,33,67.14,0,2.26,0,1
CUST_00702,26,Male,Pune,26,Premium,799,Debit Card,1,Success,10.78,35.7,70,58.77,1,5.16,0,1
CUST_00703,50,Female,Chennai,26,Premium,499,UPI,1,Success,2.65,26.95,78,54.99,1,5.39,0,1
CUST_00704,37,Female,Hyderabad,9,Basic,299,UPI,0,Failed,2.15,23.24,11,40.93,3,3.49,1,0
CUST_00705,30,Female,Mumbai,21,Standard,299,Credit Card,1,Success,0.66,16.77,6,46.72,2,1.94,1,0
CUST_00706,45,Male,Pune,31,Basic,799,UPI,1,Success,0.18,17.56,68,51.84,1,3.11,0,1
CUST_00707,46,Female,Bangalore,43,Premium,799,NetBanking,1,Failed,1.77,27.16,86,69.91,1,4.31,0,0
CUST_00708,30,Male,Bangalore,6,Basic,499,Debit Card,0,Success,14.09,27.71,27,77.05,0,4.04,0,0
CUST_00709,63,Female,Bangalore,14,Premium,299,NetBanking,1,Success,15.92,22.78,24,24.42,0,0.5,0,0
CUST_00710,52,Female,Pune,33,Basic,299,Credit Card,1,Success,8.37,34.05,65,35.97,1,0.78,0,1
CUST_00711,23,Male,Pune,7,Basic,299,UPI,1,Success,2.16,25.59,50,70.96,1,4.12,0,1
CUST_00712,35,Male,Bangalore,24,Basic,499,UPI,0,Success,0.78,20.14,72,72.65,0,1.07,0,1
CUST_00713,22,Male,Pune,9,Basic,499,Debit Card,0,Success,4.53,18.45,33,30.73,3,3.5,0,1
CUST_00714,64,Female,Mumbai,11,Premium,499,NetBanking,1,Failed,5.2,17.78,45,77.49,0,4.22,0,0
CUST_00715,42,Female,Mumbai,23,Basic,499,NetBanking,1,Success,2.76,29.8,46,59.72,1,3.89,1,1
CUST_00716,19,Female,Chennai,2,Standard,299,Debit Card,1,Success,5.88,18.79,31,74.94,1,3.71,0,1
CUST_00717,27,Male,Hyderabad,15,Basic,299,UPI,1,Success,6.87,26.08,11,42.97,2,2.26,0,0
CUST_00718,47,Male,Mumbai,35,Basic,299,Credit Card,0,Success,7.64,16.52,18,32.2,1,0.92,0,0
CUST_00719,62,Female,Chennai,36,Basic,299,Credit Card,1,Failed,3.49,23.33,46,53.83,1,5.69,0,0
CUST_00720,22,Female,Delhi,28,Basic,299,Debit Card,1,Success,7.84,24.45,37,54.71,3,0.5,0,1
CUST_00721,50,Male,Hyderabad,39,Premium,499,Debit Card,1,Success,0.13,48.64,9,53.6,2,3.17,0,0
CUST_00722,18,Male,Mumbai,44,Standard,799,Debit Card,1,Success,5.7,11.93,9,52.2,1,2.14,0,0
CUST_00723,35,Female,Delhi,4,Basic,799,NetBanking,1,Success,1.34,33.09,40,93.86,1,4.98,0,1
CUST_00724,49,Male,Chennai,10,Standard,799,UPI,1,Success,1.58,17.31,54,26,2,3.04,0,1
CUST_00725,64,Male,Mumbai,6,Basic,499,UPI,1,Success,0.48,38.5,70,43.1,2,1.68,0,1
CUST_00726,28,Male,Mumbai,30,Basic,499,Debit Card,1,Success,1.07,18.02,73,51.63,0,2.28,0,1
CUST_00727,38,Female,Pune,46,Standard,299,Credit Card,1,Success,24.15,35.36,42,60.48,0,4.32,0,1
CUST_00728,43,Female,Delhi,35,Basic,799,NetBanking,1,Success,2.68,27.22,37,74.22,0,4.59,0,1
CUST_00729,42,Female,Mumbai,43,Standard,299,Debit Card,1,Success,13.14,11.69,26,77.31,3,3.96,0,0
CUST_00730,39,Female,Bangalore,10,Standard,299,NetBanking,1,Success,0.89,26.99,31,81.53,1,3.15,0,1
CUST_00731,44,Female,Pune,32,Premium,299,Debit Card,1,Failed,1.14,30.16,70,69.63,3,1.53,0,0
CUST_00732,30,Male,Pune,42,Premium,799,NetBanking,1,Success,4.08,30.88,47,25.4,2,1.9,0,1
CUST_00733,50,Female,Mumbai,42,Basic,799,Credit Card,0,Success,2.15,22.63,25,26.71,3,3.68,1,0
CUST_00734,51,Male,Pune,3,Basic,799,Credit Card,1,Success,5.16,50.95,85,82.95,3,4.51,0,1
CUST_00735,58,Female,Hyderabad,26,Basic,499,Credit Card,0,Success,2.74,44.46,57,81.65,4,0.77,0,1
CUST_00736,52,Male,Delhi,15,Basic,499,Credit Card,1,Success,8.35,28.38,75,72.72,2,0.5,0,1
CUST_00737,18,Male,Hyderabad,17,Premium,799,UPI,1,Success,2.82,11.84,23,43.59,2,2.68,0,0
CUST_00738,38,Male,Chennai,27,Premium,499,UPI,0,Success,4.25,15,53,53.55,2,3.34,0,1
CUST_00739,23,Male,Hyderabad,18,Standard,799,NetBanking,0,Success,1.94,22.31,45,52.02,1,3.24,1,1
CUST_00740,45,Male,Bangalore,19,Standard,299,Debit Card,1,Success,6.09,24.04,57,39.51,1,3.79,0,1
CUST_00741,34,Male,Pune,12,Basic,299,UPI,0,Success,5.32,16.74,31,65.18,3,2.18,0,1
CUST_00742,22,Other,Pune,24,Standard,799,Debit Card,1,Success,2.53,19.56,15,100,0,4.84,1,0
CUST_00743,48,Male,Bangalore,5,Premium,299,NetBanking,1,Success,1.62,5.11,89,50.09,1,5.26,1,1
CUST_00744,22,Female,Pune,24,Standard,799,Debit Card,0,Success,4.76,3.39,69,85.94,1,3.79,0,1
CUST_00745,55,Female,Hyderabad,27,Basic,499,Credit Card,0,Success,14.34,25.14,64,42.29,0,2.22,1,1
CUST_00746,20,Other,Chennai,30,Standard,799,Credit Card,1,Success,0.71,40.92,12,29.27,1,0.5,0,0
CUST_00747,40,Female,Mumbai,15,Basic,299,UPI,0,Success,8.03,9.49,5,79.75,0,1.99,0,0
CUST_00748,54,Female,Bangalore,47,Standard,499,NetBanking,1,Success,3.92,22.87,11,55.62,2,3.19,0,0
CUST_00749,54,Male,Hyderabad,38,Standard,499,UPI,1,Success,3.73,24.82,8,85.42,1,3.94,0,0
CUST_00750,27,Male,Hyderabad,44,Basic,499,UPI,1,Success,16.31,28.73,83,89.42,0,2.46,0,1
CUST_00751,27,Male,Hyderabad,34,Standard,499,UPI,0,Success,4.66,19.9,58,54.43,1,2.83,0,1
CUST_00752,36,Female,Mumbai,27,Premium,799,NetBanking,1,Success,8.88,14,66,86.86,1,5.52,0,1
CUST_00753,34,Female,Delhi,20,Basic,499,Credit Card,1,Success,3.61,31.46,23,42.48,1,1.34,0,0
CUST_00754,38,Male,Pune,41,Premium,299,Credit Card,1,Failed,1.44,5.46,14,42.16,3,0.5,1,0
CUST_00755,31,Male,Pune,32,Standard,799,UPI,1,Success,5.93,28.82,62,81.45,0,0.5,0,1
CUST_00756,26,Female,Chennai,4,Standard,299,Debit Card,1,Success,12.83,16.96,49,29.04,2,4.42,0,1
CUST_00757,63,Male,Delhi,5,Premium,299,Credit Card,0,Success,9.2,27.44,20,59.97,1,0.98,1,0
CUST_00758,18,Female,Pune,8,Standard,299,Credit Card,1,Success,1.11,36.61,0,84.99,3,2.46,1,0
CUST_00759,62,Female,Chennai,22,Premium,799,NetBanking,1,Success,1.91,18.14,10,86.34,1,4.22,0,0
CUST_00760,30,Female,Chennai,42,Basic,299,Credit Card,1,Success,3.64,21.32,66,51.35,0,5.31,0,1
CUST_00761,21,Female,Hyderabad,7,Basic,299,Credit Card,0,Failed,4.24,20.79,21,80.18,0,3.06,0,0
CUST_00762,18,Female,Bangalore,22,Standard,799,UPI,0,Success,1.08,47.78,73,37.54,0,1.48,0,1
CUST_00763,57,Female,Hyderabad,46,Premium,799,UPI,1,Success,1.31,23.72,87,46.65,0,3.51,0,1
CUST_00764,49,Female,Mumbai,30,Premium,299,NetBanking,0,Success,7.11,23.26,6,64.61,3,1.4,0,0
CUST_00765,51,Female,Pune,37,Standard,799,NetBanking,0,Success,6.55,24.14,48,67.56,0,2.88,0,1
CUST_00766,45,Male,Chennai,16,Standard,799,Debit Card,1,Success,9.14,38.53,0,39.05,0,0.89,0,0
CUST_00767,48,Male,Bangalore,15,Basic,299,Credit Card,1,Success,13.51,18.62,64,97.25,2,1.73,0,1
CUST_00768,25,Male,Pune,5,Premium,799,UPI,0,Success,1.84,32.93,62,22.45,1,6.36,0,1
CUST_00769,56,Male,Chennai,3,Basic,499,UPI,1,Success,9.82,17.41,63,61.08,1,4.6,0,1
CUST_00770,43,Female,Chennai,23,Standard,499,Credit Card,1,Success,5.48,16.72,25,63.92,1,1.98,1,0
CUST_00771,51,Female,Hyderabad,10,Standard,499,NetBanking,1,Success,15.82,28.71,16,25.06,0,2.33,0,0
CUST_00772,20,Male,Bangalore,5,Standard,499,UPI,1,Success,1.59,37.14,10,86.48,3,4.07,0,0
CUST_00773,29,Male,Bangalore,23,Basic,299,NetBanking,0,Failed,1.57,21.17,66,45.19,1,2.37,0,0
